0 0.000000 0.000000
0 0.000000 0.000000
0 0.300000 0.300000
1 0.300000 0.300000
2 0.300000 0.300000
3 0.300000 0.300000
4 0.300000 0.300000
5 0.300000 0.300000
6 0.300000 0.300000
7 0.300000 0.300000
8 0.300000 0.300000
9 0.300000 0.300000
10 0.300000 0.300000
11 0.300000 0.300000
12 0.300000 0.300000
13 0.300000 0.300000
14 0.300000 0.300000
15 0.300000 0.300000
16 0.300000 0.300000
17 0.300000 0.300000
18 0.300000 0.300000
19 0.300000 0.300000
20 0.300000 0.300000
21 0.300000 0.300000
22 0.300000 0.300000
23 0.300000 0.300000
24 0.300000 0.300000
25 0.300000 0.300000
26 0.300000 0.300000
27 0.300000 0.300000
28 0.300000 0.300000
29 0.300000 0.300000
30 0.300000 0.300000
31 0.300000 0.300000
32 0.300000 0.300000
33 0.300000 0.300000
34 0.300000 0.300000
35 0.300000 0.300000
36 0.300000 0.300000
37 0.300000 0.300000
38 0.300000 0.300000
39 0.300000 0.300000
40 0.300000 0.300000
41 0.300000 0.300000
42 0.300000 0.300000
43 0.300000 0.300000
44 0.300000 0.300000
45 0.300000 0.300000
46 0.300000 0.300000
47 0.300000 0.300000
48 0.300000 0.300000
49 0.300000 0.300000
50 0.300000 0.300000
51 0.300000 0.300000
52 0.300000 0.300000
53 0.300000 0.300000
54 0.300000 0.300000
55 0.300000 0.300000
56 0.300000 0.300000
57 0.300000 0.300000
58 0.300000 0.300000
59 0.300000 0.300000
60 0.300000 0.300000
61 0.300000 0.300000
62 0.300000 0.300000
63 0.300000 0.300000
64 0.300000 0.300000
65 0.300000 0.300000
66 0.300000 0.300000
67 0.300000 0.300000
68 0.300000 0.300000
69 0.300000 0.300000
70 0.300000 0.300000
71 0.300000 0.300000
72 0.300000 0.300000
73 0.300000 0.300000
74 0.300000 0.300000
75 0.300000 0.300000
76 0.300000 0.300000
77 0.300000 0.300000
78 0.300000 0.300000
79 0.300000 0.300000
80 0.300000 0.300000
81 0.300000 0.300000
82 0.300000 0.300000
83 0.000000 0.000000
84 0.000000 0.000000
0 0.150000 -0.150000
1 0.150000 -0.150000
2 0.150000 -0.150000
3 0.150000 -0.150000
4 0.150000 -0.150000
5 0.150000 -0.150000
6 0.150000 -0.150000
7 0.150000 -0.150000
8 0.150000 -0.150000
9 0.150000 -0.150000
10 0.150000 -0.150000
11 0.150000 -0.150000
12 0.150000 -0.150000
13 0.150000 -0.150000
14 0.150000 -0.150000
15 0.150000 -0.150000
16 0.150000 -0.150000
17 0.150000 -0.150000
18 0.150000 -0.150000
19 0.150000 -0.150000
20 0.150000 -0.150000
21 0.150000 -0.150000
22 0.150000 -0.150000
23 0.150000 -0.150000
24 0.150000 -0.150000
25 0.150000 -0.150000
26 0.150000 -0.150000
27 0.150000 -0.150000
28 0.150000 -0.150000
29 0.150000 -0.150000
30 0.150000 -0.150000
31 0.150000 -0.150000
32 0.150000 -0.150000
33 0.150000 -0.150000
34 0.150000 -0.150000
35 0.150000 -0.150000
36 0.150000 -0.150000
37 0.150000 -0.150000
38 0.150000 -0.150000
39 0.150000 -0.150000
40 0.150000 -0.150000
41 0.150000 -0.150000
42 0.150000 -0.150000
43 0.150000 -0.150000
44 0.000000 -0.000000
45 0.000000 -0.000000
0 0.300000 0.300000
1 0.300000 0.300000
2 0.300000 0.300000
3 0.300000 0.300000
4 0.300000 0.300000
5 0.300000 0.300000
6 0.300000 0.300000
7 0.300000 0.300000
8 0.300000 0.300000
9 0.300000 0.300000
10 0.300000 0.300000
11 0.300000 0.300000
12 0.300000 0.300000
13 0.300000 0.300000
14 0.300000 0.300000
15 0.300000 0.300000
16 0.300000 0.300000
17 0.300000 0.300000
18 0.300000 0.300000
19 0.300000 0.300000
20 0.300000 0.300000
21 0.300000 0.300000
22 0.300000 0.300000
23 0.300000 0.300000
24 0.300000 0.300000
25 0.300000 0.300000
26 0.300000 0.300000
27 0.300000 0.300000
28 0.300000 0.300000
29 0.300000 0.300000
30 0.300000 0.300000
31 0.300000 0.300000
32 0.300000 0.300000
33 0.300000 0.300000
34 0.300000 0.300000
35 0.300000 0.300000
36 0.300000 0.300000
37 0.300000 0.300000
38 0.300000 0.300000
39 0.300000 0.300000
40 0.300000 0.300000
41 0.300000 0.300000
42 0.300000 0.300000
43 0.300000 0.300000
44 0.300000 0.300000
45 0.300000 0.300000
46 0.300000 0.300000
47 0.300000 0.300000
48 0.300000 0.300000
49 0.300000 0.300000
50 0.300000 0.300000
51 0.300000 0.300000
52 0.300000 0.300000
53 0.300000 0.300000
54 0.300000 0.300000
55 0.300000 0.300000
56 0.300000 0.300000
57 0.300000 0.300000
58 0.300000 0.300000
59 0.300000 0.300000
60 0.300000 0.300000
61 0.300000 0.300000
62 0.300000 0.300000
63 0.300000 0.300000
64 0.300000 0.300000
65 0.300000 0.300000
66 0.300000 0.300000
67 0.300000 0.300000
68 0.300000 0.300000
69 0.300000 0.300000
